Arabic,Franko
مازلت,mazelt
لحظة,la7za
صوتها,sotha
ستات,setat
جامد,gamed
أوي,awy
بقالها,ba2alha
أيامهم,ayamhom
ذكرياتك,zekrayatak
دمعتك,dam3etak
بعشقه,ba3sha2o
طويلة,tawila
سلم,sellem
لحظات,la7zat
صوتها,sawtaha
ولا,wala
شيء,she2
بقالي,ba2ali
تحفة,to7fa
دمعتهم,dam3ethom
طلق,tal2
فكرتها,fekratha
محتاجك,mehtagek
بقاله,ba2alo
انتي,enti
أوقات,aw2at
دايماً,daiman
ست,set
مواقف,mawakef
عشقنا,3esh2ena
كوكب,kawkab
عشقك,3ash2ak
راجل,ragel
بقالك,ba2alik
استنى,estanna
خالص,khales
انت,enta
فضة,fadda
متجوزة,motgawza
استني,estanni
رواية,riwaya
ماضي,maady
ثانية,saniya
صوتي,sawte
سيبني,sebny
مازال,mazal
أصيلة,asela
صوتهم,sawtohom
سيبه,seboh
فنان,fannan
أمال,omal
مفروض,mafroud
مشاعر,masha3er
محتاجك,mehtagak
موج,moog
ذهبي,dahabi
غالية,ghaliyaa
أغنية,aghnya
ماسي,masi
بحاول,ba7awel
أنساك,ansak
طلقة,tal2a
نادت,nadata
محتاجها,mehtagaha
حلو,helw
فكرتك,fekretik
مازالت,mazalet
أغاني,aghani
متجوز,motgawez
قصة,qessa
مشهد,mashhad
حكايتنا,7ekayetna
فضي,feddy
دقائق,da2aye2
ماسيبش,masibsh
انزل,enzel
مزيكا,mazyka
فرقة,fer2a
سلامات,salamat
دقيقة,da2i2a
دمعة,dem3a
محتاجهم,mehtagohom
مسافرة,msafra
كفاية,kefaya
عريس,3arees
طويل,tawil
اعرف,e3raf
أصالة,asaleh
جامدة,gamda
أيامنا,ayamna
مستقبل,mosta2bel
النهاردة,naharda
ست,sitt
غالية,ghalya
محتاجة,mehtaga
عشقي,3ash2i
فراق,fora2
نجمة,nagma
ضحكة,da7ka
خطوبة,khotoba
ذكرياتنا,zekrayatna
موسيقى,mosika
عروسة,3arousa
فنانة,fannana
محتاجك,mehtagik
ما,ma
عندي,3andi
أصيل,aseel
لؤلؤ,lo2lo2
روايات,riwayat
فكرتك,fekretak
نسيم,naseem
غيرانين,ghayranin
بعد,ba3d
بكرة,bokra
سحاب,sahab
بعشقك,ba3sha2ik
كفاية,kfaya
زفة,zaffa
محبوب,ma7boob
كبيره,kbeera
يمين,yemeen
امان,aman
فرحه,far7a
كريمه,kareema
مكسوف,meksouf
ابعد,ab3ad
غيره,gheera
مكتوب,maktob
متواصلة,metwasela
ستة,seta
مستعجل,mesta3gel
قسوة,qaswa
مستحمل,mesta7mel
رؤياك,ro2yak
محتار,mehtar
جديد,gdeed
محرومة,mahrooma
جديدة,gedida
متفائل,motfaael
مثالية,mesalya
عظيم,3azeem
سامحة,same7a
متكسرة,motakassera
بطيء,baty2
صادقة,sade2a
جنب,ganb
صادق,sade2
مستحملة,mesta7mela
تائب,ta2eb
خسران,khasran
غامق,ghame2
مشرف,mosharef
متألق,mot2alleq
رايق,raye2
متفائلة,motfa2ela
بريئة,bare2a
دوّر,dawer
ضايعة,day3a
متألم,mota2allem
راحة,raha
متوفر,motwaffer
مضطرة,motara
معجبة,mo3gaba
شدة,shidda
صاحب,sa7eb
غدارة,ghadara
منتهية,montaheya
محاولات,mo7awalat
نجمة,negma
مطمئن,motma2en
زاهق,zahe2
واضح,wad7
مبكرة,mobakkera
بطيئة,baty2a
شوق,shoogh
عطشانة,atshana
قوي,qawy
ملهمة,molhema
قاسية,qasya
متألقة,mot2alleqa
غيران,gheeran
سريع,saree3
مجذوبة,magzooba
رسائل,rasa2el
مصرة,mosera
مرغوبة,marghooba
مشغول,mashghool
جريء,garee2
صريح,saree7
متفرق,motafare2
تماماً,tamaman
ندمانة,nadmana
ساقعة,sa23a
دماغ,demagh
مجروح,magroo7
عزيمة,3azema
تقدير,ta2deer
اختيارات,ekhteyarat
مطلوبة,matlooba
مجذوب,magzoub
ناجحة,nag7a
غرقانة,ghar2ana
أربعة,arba3a
مشغولة,mashghoola
مشوار,mashwar
مبسوطين,mabsooteen
مقبولة,ma2boola
محروم,mahroom
جعان,ga3an
متضرر,motdarer
إصرار,esrar
تقريباً,ta2reeban
متفرحة,metfara7a
منتظر,montazer
جريئة,garee2a
أقل,a2al
دماغها,demagha
جدعان,gad3an
واضحة,wad7a
مليار,milyar
فصول,fosool
مرغوب,marghoob
متين,mateen
واقعية,wa2e3ya
لامعان,lama3an
مميز,momayez
مغامرة,moghamara
نجم,negm
متوفرة,motwaffera
غدر,ghadr
صغيرة,soghayara
ثلاثة,talata
محاولة,mo7awala
محترم,mohtaram
قوية,qaweya
جديدة,gdeeda
صفحات,saf7at
هزيمة,hazima
صدق,sed2
لامع,lame3
قرارات,qararat
حمراء,hamra
خمسة,khamsa
جيه,geeh
مثالي,mesaly
باحثة,ba7esa
متأخرة,mot2akhra
شعرية,sha3reya
ضيقة,dayye2a
خسرانة,khasrana
تعبانة,ta3bana
غضب,ghadab
أخبار,akhbar
بريء,bare2
متحيرة,mot7ayera
أقوى,a2wa
واقعي,wake3y
مقبوضة,ma2booda
لهفة,lahfa
غرقان,ghar2an
رايقة,ray2a
تحدي,ta7ady
متوقع,motawa2e3
سريعة,saree3a
متواضعة,motwade3a
أصولة,asoola
هزيم,hazeem
خضراء,khadra2
متألمة,mota2allema
متواصل,metwasel
تحديات,ta7adyat
تقديرها,ta2deerha
منتظرة,montazera
ثبات,sobat
مجروحة,magroo7a
طريق,taree2
صاحبة,sa7eba
خاينة,khayna
أدبية,adabya
محترمة,mohtarama
متفرقة,motafare2a
تائبة,ta2eba
غنائي,ghena2y
مناظر,manazer
مؤثرة,mo2assera
مشرفة,mosharefa
متميزة,motamayza
مكتوبة,maktooba
نهاية,nehayet
ثابت,thabet
صريحة,saree7a
صحية,sa7ya
مطرة,motra
مطرية,motrya
جدعة,gad3a
مميزات,momayazat
متألق,mot2alek
مطمئنة,motma2ena
متعلق,mota3alek
باحث,ba7es
غناء,ghena2
مرسل,morsel
فكري,fekry
مستغرب,mestaghrab
ساقية,sa2ya
بهجة,bahga
متألقة,mot2alla2a
دايرة,dawera
رايقان,ray2an
مشهورة,mashhoora
مقبول,ma2bool
متضررة,motdarera
معجب,mo3gib
مقبوض,ma2bood
محتارة,mehtara
أمنية,omniya
لحن,la7n
متفائلة,motafaa2ela
صغير,soghayar
متأكدة,mota2akeda
قلبها,albaha
أهداف,ahdaf
غامض,ghamed
مرسى,mersa
ملهم,molhem
نهاية,neheya
متوقعة,motawake3a
مؤثر,mo2asser
تلت,telt
تمانية,tamanya
متواضع,motwade3
نجومية,nojoomeya
غامضة,ghamda
غلبة,ghalba
متعب,mot3eb
بعيداً,ba3eedan
طرق,toro2
مخلصة,mokhlesa
إخلاص,ekhlas
غلابة,ghalaba
متألمة,mot2alema
مرسلة,morsela
متأكد,mota2aked
متروكة,matrooka
غالب,ghaleb
بنفسجي,banafsegy
مرتاحة,merta7a
قدام,oddam
نص,noss
مغامرات,moghamarat
مستحيلة,mosta7ela
غيرانة,gheerana
قديمة,adeema
عشرة,3ashara
فني,fany
بديعة,badee3a
متكسر,metkassar
عطشان,3atshan
متشائمة,motsha2ema
أقرب,a2rab
أصل,asl
بداية,bedaya
توبة,tawba
بهجتي,bahgaty
متشائم,motsha2em
مخفية,makhfya
رؤياها,ro2yaha
وحشتني,wa7ashteny
ايه,eih
بحاول,bahawel
بيقولولك,beyoulolek
بعيد,b3eed
زكري,zakry
حبيبي,7abeeby
عينك,3einak
معاكي,ma3aki
البك,albik
حبي,7oby
بحبك,ba7ebak
تسلم,teslam
حبيبي,7abeby
معايه,ma3aya
نورك,nourik
بعيد,ba3eed
عينك,3einek
زهره,zahra
كلي,kolly
كلمة,kalema
تصبح,tesbah
خير,kheir
أغلى,aghla
ناس,nas
ارجع,erga3
قلبي,2albi
بقولك,ba2olek
برا,barra
جنبك,gambak
جنبك,gambik
إحنا,e7na
حبي,7obbi
ألف,alf
مبروك,mabrook
قريب,2areeb
دلوقتي,delwa2ti
دموع,domoo3
جداً,gedan
دنيا,donia
روحي,ro7i
قلتلك,2oltlak
صوتك,sotak
بعتذر,ba3tezer
صباح,saba7
عشق,3esh2
عليا,3alaya
قمر,2amar
مساء,masa2
حبيبتي,7abibti
حبنا,7obena
حكاية,7ekaya
حاجة,7aga
ارجعلي,erga3li
جوا,gowa
حلوة,7elwaya
حد,7ad
حبيبي,7abibi
غايب,ghayeb
حاجات,7agat
هو,howa
بحلم بيك,ba7lambeek
قولي,2olly
كلنا,kollena
شوق,shaw2
يا قلب,ya2alb
وعدك,wa3dak
قلبك,2albak
حبك,7obik
فوق,fou2
وياك,weyaak
سلام,salam
قلبك,2albik
قلت,2olt
ربنا,rabena
وياكي,weyaki
جميل,gamil
هي,heya
قلهم,2olhom
حاسسك,7asesik
اب,ab
بحكيلك,ba7kilek
افتح,efta7
بحكيلك,ba7kilik
بي,bye
حياتي,7ayaty
كلامها,kalamha
فيك,feek
بحر,ba7r
ضحكتك,da7ketak
كل,koll
احكيلي,e7kily
ناديني,nadini
ذكرى,zekra
بعشقك,ba3sha2ak
بقالهم,ba2alhom
نجوم,nogoom
محتاج,mehtag
سيبهم,sebhom
كلامه,kalamo
أعز,a3z
جواز,gawaz
أنساكي,ansaki
ذكريات,zekrayat
مازلت,mazelt
لحظة,la7za
صوتها,sotha
ستات,setat
جامد,gamed
أوي,awy
بقالها,ba2alha
أيامهم,ayamhom
ذكرياتك,zekrayatak
دمعتك,dam3etak
بعشقه,ba3sha2o
طويلة,tawila
سلم,sellem
لحظات,la7zat
صوتها,sawtaha
ولا,wala
شيء,she2
بقالي,ba2ali
تحفة,to7fa
دمعتهم,dam3ethom
طلق,tal2
فكرتها,fekratha
محتاجك,mehtagek
بقاله,ba2alo
انتي,enti
أوقات,aw2at
دايماً,daiman
ست,set
مواقف,mawakef
عشقنا,3esh2ena
كوكب,kawkab
عشقك,3ash2ak
راجل,ragel
بقالك,ba2alik
استنى,estanna
خالص,khales
انت,enta
فضة,fadda
متجوزة,motgawza
استني,estanni
رواية,riwaya
ماضي,maady
ثانية,saniya
صوتي,sawte
سيبني,sebny
مازال,mazal
أصيلة,asela
صوتهم,sawtohom
سيبه,seboh
فنان,fannan
أمال,omal
مفروض,mafroud
مشاعر,masha3er
محتاجك,mehtagak
موج,moog
ذهبي,dahabi
غالية,ghaliyaa
أغنية,aghnya
ماسي,masi
بحاول,ba7awel
أنساك,ansak
طلقة,tal2a
نادت,nadata
محتاجها,mehtagaha
حلو,helw
فكرتك,fekretik
مازالت,mazalet
أغاني,aghani
متجوز,motgawez
قصة,qessa
مشهد,mashhad
حكايتنا,7ekayetna
فضي,feddy
دقائق,da2aye2
ماسيبش,masibsh
انزل,enzel
مزيكا,mazyka
فرقة,fer2a
سلامات,salamat
دقيقة,da2i2a
دمعة,dem3a
محتاجهم,mehtagohom
مسافرة,msafra
كفاية,kefaya
عريس,3arees
طويل,tawil
اعرف,e3raf
أصالة,asaleh
جامدة,gamda
أيامنا,ayamna
مستقبل,mosta2bel
النهاردة,naharda
ست,sitt
غالية,ghalya
محتاجة,mehtaga
عشقي,3ash2i
فراق,fora2
نجمة,nagma
ضحكة,da7ka
خطوبة,khotoba
ذكرياتنا,zekrayatna
موسيقى,mosika
عروسة,3arousa
فنانة,fannana
محتاجك,mehtagik
ما,ma
عندي,3andi
أصيل,aseel
لؤلؤ,lo2lo2
روايات,riwayat
فكرتك,fekretak
نسيم,naseem
غيرانين,ghayranin
بعد,ba3d
بكرة,bokra
سحاب,sahab
بعشقك,ba3sha2ik
كفاية,kfaya
زفة,zaffa
محبوب,ma7boob
كبيره,kbeera
يمين,yemeen
امان,aman
فرحه,far7a
كريمه,kareema
مكسوف,meksouf
ابعد,ab3ad
غيره,gheera
مكتوب,maktob
متواصلة,metwasela
ستة,seta
مستعجل,mesta3gel
قسوة,qaswa
مستحمل,mesta7mel
رؤياك,ro2yak
محتار,mehtar
جديد,gdeed
محرومة,mahrooma
جديدة,gedida
متفائل,motfaael
مثالية,mesalya
عظيم,3azeem
سامحة,same7a
متكسرة,motakassera
بطيء,baty2
صادقة,sade2a
جنب,ganb
صادق,sade2
مستحملة,mesta7mela
تائب,ta2eb
خسران,khasran
غامق,ghame2
مشرف,mosharef
متألق,mot2alleq
رايق,raye2
متفائلة,motfa2ela
بريئة,bare2a
دوّر,dawer
ضايعة,day3a
متألم,mota2allem
راحة,raha
متوفر,motwaffer
مضطرة,motara
معجبة,mo3gaba
شدة,shidda
صاحب,sa7eb
غدارة,ghadara
منتهية,montaheya
محاولات,mo7awalat
نجمة,negma
مطمئن,motma2en
زاهق,zahe2
واضح,wad7
مبكرة,mobakkera
بطيئة,baty2a
شوق,shoogh
عطشانة,atshana
قوي,qawy
ملهمة,molhema
قاسية,qasya
متألقة,mot2alleqa
غيران,gheeran
سريع,saree3
مجذوبة,magzooba
رسائل,rasa2el
مصرة,mosera
مرغوبة,marghooba
مشغول,mashghool
جريء,garee2
صريح,saree7
متفرق,motafare2
تماماً,tamaman
ندمانة,nadmana
ساقعة,sa23a
دماغ,demagh
مجروح,magroo7
عزيمة,3azema
تقدير,ta2deer
اختيارات,ekhteyarat
مطلوبة,matlooba
مجذوب,magzoub
ناجحة,nag7a
غرقانة,ghar2ana
أربعة,arba3a
مشغولة,mashghoola
مشوار,mashwar
مبسوطين,mabsooteen
مقبولة,ma2boola
محروم,mahroom
جعان,ga3an
متضرر,motdarer
إصرار,esrar
تقريباً,ta2reeban
متفرحة,metfara7a
منتظر,montazer
جريئة,garee2a
أقل,a2al
دماغها,demagha
جدعان,gad3an
واضحة,wad7a
مليار,milyar
فصول,fosool
مرغوب,marghoob
متين,mateen
واقعية,wa2e3ya
لامعان,lama3an
مميز,momayez
مغامرة,moghamara
نجم,negm
متوفرة,motwaffera
غدر,ghadr
صغيرة,soghayara
ثلاثة,talata
محاولة,mo7awala
محترم,mohtaram
قوية,qaweya
جديدة,gdeeda
صفحات,saf7at
هزيمة,hazima
صدق,sed2
لامع,lame3
قرارات,qararat
حمراء,hamra
خمسة,khamsa
جيه,geeh
مثالي,mesaly
باحثة,ba7esa
متأخرة,mot2akhra
شعرية,sha3reya
ضيقة,dayye2a
خسرانة,khasrana
تعبانة,ta3bana
غضب,ghadab
أخبار,akhbar
بريء,bare2
متحيرة,mot7ayera
أقوى,a2wa
واقعي,wake3y
مقبوضة,ma2booda
لهفة,lahfa
غرقان,ghar2an
رايقة,ray2a
تحدي,ta7ady
متوقع,motawa2e3
سريعة,saree3a
متواضعة,motwade3a
أصولة,asoola
هزيم,hazeem
خضراء,khadra2
متألمة,mota2allema
متواصل,metwasel
تحديات,ta7adyat
تقديرها,ta2deerha
منتظرة,montazera
ثبات,sobat
مجروحة,magroo7a
طريق,taree2
صاحبة,sa7eba
خاينة,khayna
أدبية,adabya
محترمة,mohtarama
متفرقة,motafare2a
تائبة,ta2eba
غنائي,ghena2y
مناظر,manazer
مؤثرة,mo2assera
مشرفة,mosharefa
متميزة,motamayza
مكتوبة,maktooba
نهاية,nehayet
ثابت,thabet
صريحة,saree7a
صحية,sa7ya
مطرة,motra
مطرية,motrya
جدعة,gad3a
مميزات,momayazat
متألق,mot2alek
مطمئنة,motma2ena
متعلق,mota3alek
باحث,ba7es
غناء,ghena2
مرسل,morsel
فكري,fekry
مستغرب,mestaghrab
ساقية,sa2ya
بهجة,bahga
متألقة,mot2alla2a
دايرة,dawera
رايقان,ray2an
مشهورة,mashhoora
مقبول,ma2bool
متضررة,motdarera
معجب,mo3gib
مقبوض,ma2bood
محتارة,mehtara
أمنية,omniya
لحن,la7n
متفائلة,motafaa2ela
صغير,soghayar
متأكدة,mota2akeda
قلبها,albaha
أهداف,ahdaf
غامض,ghamed
مرسى,mersa
ملهم,molhem
نهاية,neheya
متوقعة,motawake3a
مؤثر,mo2asser
تلت,telt
تمانية,tamanya
متواضع,motwade3
نجومية,nojoomeya
غامضة,ghamda
غلبة,ghalba
متعب,mot3eb
بعيداً,ba3eedan
طرق,toro2
مخلصة,mokhlesa
إخلاص,ekhlas
غلابة,ghalaba
متألمة,mot2alema
مرسلة,morsela
متأكد,mota2aked
متروكة,matrooka
غالب,ghaleb
بنفسجي,banafsegy
مرتاحة,merta7a
قدام,oddam
نص,noss
مغامرات,moghamarat
مستحيلة,mosta7ela
غيرانة,gheerana
قديمة,adeema
عشرة,3ashara
فني,fany
بديعة,badee3a
متكسر,metkassar
عطشان,3atshan
متشائمة,motsha2ema
أقرب,a2rab
أصل,asl
بداية,bedaya
توبة,tawba
بهجتي,bahgaty
متشائم,motsha2em
مخفية,makhfya
رؤياها,ro2yaha
وحشتني,wa7ashteny
ايه,eih
بحاول,bahawel
بيقولولك,beyoulolek
بعيد,b3eed
زكري,zakry
حبيبي,7abeeby
عينك,3einak
معاكي,ma3aki
البك,albik
حبي,7oby
بحبك,ba7ebak
تسلم,teslam
حبيبي,7abeby
معايه,ma3aya
نورك,nourik
بعيد,ba3eed
عينك,3einek
زهره,zahra
كلي,kolly
كلمة,kalema
تصبح,tesbah
خير,kheir
أغلى,aghla
ناس,nas
ارجع,erga3
قلبي,2albi
بقولك,ba2olek
برا,barra
جنبك,gambak
جنبك,gambik
إحنا,e7na
حبي,7obbi
ألف,alf
مبروك,mabrook
قريب,2areeb
دلوقتي,delwa2ti
دموع,domoo3
جداً,gedan
دنيا,donia
روحي,ro7i
قلتلك,2oltlak
صوتك,sotak
بعتذر,ba3tezer
صباح,saba7
عشق,3esh2
عليا,3alaya
قمر,2amar
مساء,masa2
حبيبتي,7abibti
حبنا,7obena
حكاية,7ekaya
حاجة,7aga
ارجعلي,erga3li
جوا,gowa
حلوة,7elwaya
حد,7ad
حبيبي,7abibi
غايب,ghayeb
حاجات,7agat
هو,howa
بحلم بيك,ba7lambeek
قولي,2olly
كلنا,kollena
شوق,shaw2
يا قلب,ya2alb
وعدك,wa3dak
قلبك,2albak
حبك,7obik
فوق,fou2
وياك,weyaak
سلام,salam
قلبك,2albik
قلت,2olt
ربنا,rabena
وياكي,weyaki
جميل,gamil
هي,heya
قلهم,2olhom
حاسسك,7asesik
اب,ab
بحكيلك,ba7kilek
افتح,efta7
بحكيلك,ba7kilik
بي,bye
حياتي,7ayaty
كلامها,kalamha
فيك,feek
بحر,ba7r
ضحكتك,da7ketak
كل,koll
احكيلي,e7kily
ناديني,nadini
ذكرى,zekra
بعشقك,ba3sha2ak
بقالهم,ba2alhom
نجوم,nogoom
محتاج,mehtag
سيبهم,sebhom
كلامه,kalamo
أعز,a3z
جواز,gawaz
أنساكي,ansaki
ذكريات,zekrayat
مازلت,mazelt
لحظة,la7za
صوتها,sotha
ستات,setat
جامد,gamed
أوي,awy
بقالها,ba2alha
أيامهم,ayamhom
ذكرياتك,zekrayatak
دمعتك,dam3etak
بعشقه,ba3sha2o
طويلة,tawila
سلم,sellem
لحظات,la7zat
صوتها,sawtaha
ولا,wala
شيء,she2
بقالي,ba2ali
تحفة,to7fa
دمعتهم,dam3ethom
طلق,tal2
فكرتها,fekratha
محتاجك,mehtagek
بقاله,ba2alo
انتي,enti
أوقات,aw2at
دايماً,daiman
ست,set
مواقف,mawakef
عشقنا,3esh2ena
كوكب,kawkab
عشقك,3ash2ak
راجل,ragel
بقالك,ba2alik
استنى,estanna
خالص,khales
انت,enta
فضة,fadda
متجوزة,motgawza
استني,estanni
رواية,riwaya
ماضي,maady
ثانية,saniya
صوتي,sawte
سيبني,sebny
مازال,mazal
أصيلة,asela
صوتهم,sawtohom
سيبه,seboh
فنان,fannan
أمال,omal
مفروض,mafroud
مشاعر,masha3er
محتاجك,mehtagak
موج,moog
ذهبي,dahabi
غالية,ghaliyaa
أغنية,aghnya
ماسي,masi
بحاول,ba7awel
أنساك,ansak
طلقة,tal2a
نادت,nadata
محتاجها,mehtagaha
حلو,helw
فكرتك,fekretik
مازالت,mazalet
أغاني,aghani
متجوز,motgawez
قصة,qessa
مشهد,mashhad
حكايتنا,7ekayetna
فضي,feddy
دقائق,da2aye2
ماسيبش,masibsh
انزل,enzel
مزيكا,mazyka
فرقة,fer2a
سلامات,salamat
دقيقة,da2i2a
دمعة,dem3a
محتاجهم,mehtagohom
مسافرة,msafra
كفاية,kefaya
عريس,3arees
طويل,tawil
اعرف,e3raf
أصالة,asaleh
جامدة,gamda
أيامنا,ayamna
مستقبل,mosta2bel
النهاردة,naharda
ست,sitt
غالية,ghalya
محتاجة,mehtaga
عشقي,3ash2i
فراق,fora2
نجمة,nagma
ضحكة,da7ka
خطوبة,khotoba
ذكرياتنا,zekrayatna
موسيقى,mosika
عروسة,3arousa
فنانة,fannana
محتاجك,mehtagik
ما,ma
عندي,3andi
أصيل,aseel
لؤلؤ,lo2lo2
روايات,riwayat
فكرتك,fekretak
نسيم,naseem
غيرانين,ghayranin
بعد,ba3d
بكرة,bokra
سحاب,sahab
بعشقك,ba3sha2ik
كفاية,kfaya
زفة,zaffa
محبوب,ma7boob
كبيره,kbeera
يمين,yemeen
امان,aman
فرحه,far7a
كريمه,kareema
مكسوف,meksouf
ابعد,ab3ad
غيره,gheera
مكتوب,maktob
متواصلة,metwasela
ستة,seta
مستعجل,mesta3gel
قسوة,qaswa
مستحمل,mesta7mel
رؤياك,ro2yak
محتار,mehtar
جديد,gdeed
محرومة,mahrooma
جديدة,gedida
متفائل,motfaael
مثالية,mesalya
عظيم,3azeem
سامحة,same7a
متكسرة,motakassera
بطيء,baty2
صادقة,sade2a
جنب,ganb
صادق,sade2
مستحملة,mesta7mela
تائب,ta2eb
خسران,khasran
غامق,ghame2
مشرف,mosharef
متألق,mot2alleq
رايق,raye2
متفائلة,motfa2ela
بريئة,bare2a
دوّر,dawer
ضايعة,day3a
متألم,mota2allem
راحة,raha
متوفر,motwaffer
مضطرة,motara
معجبة,mo3gaba
شدة,shidda
صاحب,sa7eb
غدارة,ghadara
منتهية,montaheya
محاولات,mo7awalat
نجمة,negma
مطمئن,motma2en
