Arabic,Franko
مشكلتو,mo$kelto
حاجات,7agat
الصيف,el9if
دماغها,demagha
مبروك,mabrook
تحفة,to7fa
حلو,helw
أيامهم,ayamhom
مازلت,mazelt
سلم,sellem
عشرة,3ashara
بريء,bare2
أوقات,aw2at
كان,kan
طلع,tl3
متواضعة,motwade3a
غيرانة,gheerana
اختيارات,ekhteyarat
تحدي,ta7ady
ثبات,sobat
دنيا,donia
طلق,tal2
واقعي,wake3y
لحن,la7n
أنساكي,ansaki
جنبك,gambik
دماغ,demagh
ذكرياتك,zekrayatak
كلمة,kalema
استنى,estanna
جديدة,gedida
حبي,7oby
أصيل,aseel
إحنا,e7na
فكرتها,fekratha
حاسدين,hasidin
قلبه,8lbo
فراق,fora2
لؤلؤ,lo2lo2
متفائلة,motafaa2ela
معجب,mo3gib
ثلاثة,talata
فضي,feddy
اعزمكو,a3zmko
معايه,ma3aya
طلق,tal2
مساء,masa2
عظيم,3azeem
حبيبتي,7abibti
قولي,2olly
طويل,tawil
مليار,milyar
لؤلؤ,lo2lo2
مرغوب,marghoob
غلابة,ghalaba
طويلة,tawila
فنانة,fannana
أصل,asl
معجبة,mo3gaba
اطبخ,a6b5
بحلم بيك,ba7lambeek
شغل,sh3'l
قسوة,qaswa
بسرعه,bsr3h
مغامرات,moghamarat
خسرانة,khasrana
دمعتك,dam3etak
كملتها,kmltha
قولي,2olly
موسيقى,mosika
بتطبخي,bt6b5i
قسوة,qaswa
تقدير,ta2deer
متشائم,motsha2em
رسائل,rasa2el
بشري,b$ri
فنان,fannan
ذكرى,zekra
بحاول,ba7awel
بحر,ba7r
الطبقه,el6abe8
اتجفل,atjafal
اتجوز,etjawz
جابها,jabha
صباح,saba7
مطله,mo6lh
محتاجك,mehtagik
زهقانه,zahqaneh
إخلاص,ekhlas
شيوخ,shyo5
صاحب,sa7eb
ربنا,rabena
طلقة,tal2a
بعشقك,ba3sha2ak
متميزة,motamayza
تائب,ta2eb
مستغرب,mestaghrab
صياعتك,9ya3tak
اتوضي,etwa9'i
ضحكتك,da7ketak
المياه,almyah
حبي,7obbi
علي,3alai
إحنا,e7na
بعيداً,ba3eedan
جيبولي,jeboli
حاجة,7aga
فني,fany
كبيره,kbeera
دور,dor
صاحبة,sa7eba
ثابت,thabet
متفائلة,motafaa2ela
دموع,domoo3
مرسل,morsel
بحكيلك,ba7kilek
معاكي,ma3aki
اختي,ukhte
جديده,jdeda
مشهورة,mashhoora
الاسبوع,laesob3
بريئة,bare2a
غامق,ghame2
ايه,eih
صريحة,saree7a
دماغ,demagh
لامعان,lama3an
مشوار,mashwar
متألقة,mot2alla2a
يعلم,y3lm
اسمعي,assme3i
أنساكي,ansaki
ضيقة,dayye2a
غبصانه,3'b9ana
شوق,shoogh
بيجننوا,bejanneno
متروكة,matrooka
سريع,saree3
خسران,khasran
زفة,zaffa
تلت,telt
جدعة,gad3a
ثبات,sobat
هي,heya
فكرتك,fekretik
منك,mank
جامد,gamed
جنب,ganb
بعنيكيش,b3nekesh
جوا,gowa
مفروض,mafroud
بتكونلك,btkonlak
عندي,3andi
جديدة,gdeeda
متروكة,matrooka
بريئة,bare2a
جامدة,gamda
جبت,gebt
أنبسطنا,onbstna
اناناس,annas
صغيرة,soghayara
الاء,alla
مشهد,mashhad
احضري,a79'ari
موج,moog
عروسة,3arousa
انجليزي,2engleze
مرغوبة,marghooba
ضايعة,day3a
محروم,mahroom
بداية,bedaya
فصول,fosool
يحيف,ya7eef
بهجتي,bahgaty
فنانة,fannana
سلامه,slamh
مرسى,mersa
حمراء,hamra
قابلين,8ablen
مشرفة,mosharefa
رسائل,rasa2el
بتعرفنا,bt3rfna
معدلك,mo3dlk
بتشوفي,btshufi
إصرار,esrar
جديدة,gdeeda
صادقة,sade2a
وعدك,wa3dak
ملقاش,ml8a$
بحاول,bahawel
ذهبي,dahabi
غضب,ghadab
اشتقت,shtagt
صغير,soghayar
جوا,gowa
فضيحه,fdi7a
صوتها,sotha
فرحه,far7a
زفة,zaffa
إصرار,esrar
ضحكة,da7ka
متضررة,motdarera
كفاية,kfaya
أوقات,aw2at
أخبار,akhbar
بداية,bedaya
حملة,7mlt
أغلى,aghla
صفحات,saf7at
مؤثرة,mo2assera
مبكرة,mobakkera
نزلتها,nazltha
فضة,fadda
بحاول,ba7awel
ذكرياتنا,zekrayatna
ضحكتك,da7ketak
صحية,sa7ya
معجب,mo3gib
أعز,a3z
سيبني,sebny
ثانية,saniya
صغيرة,soghayara
النهاردة,naharda
عريس,3arees
اتوجيهي,2twjehi
احكيلي,e7kily
عيونو,3yono
بريئة,bare2a
اشكالكو,ashkalku
دماغها,demagha
صغيره,s3'era
روحي,ro7i
حبيبتي,7abibti
مدرسه,mdrseh
الحمدلله,elhamdellah
بعيداً,ba3eedan
صوتها,sotha
غايب,ghayeb
الموظوع,elmao6'o3
انبوب,anbwb
تحديات,ta7adyat
منتظرة,montazera
حفله,7aflh
قلت,2olt
وديتلك,wdetlk
متألم,mota2allem
مازلت,mazelt
حكايتنا,7ekayetna
عزيمة,3azema
مشغولة,mashghoola
مطرية,motrya
خليكو,5leko
متوقعة,motawake3a
صوتها,sawtaha
محتاجك,mehtagak
تسلم,teslam
غايب,ghayeb
وعدك,wa3dak
اروح,2roh
استنى,estanna
مرحلة,mar7alet
بحلم بيك,ba7lambeek
بقاله,ba2alo
عشقنا,3esh2ena
متألق,mot2alleq
أقرب,a2rab
عيشتهم,3eshethom
اضراب,e9'rab
كبيره,kbereh
تقريباً,ta2reeban
ساقية,sa2ya
محتاجة,mehtaga
توبة,tawba
محترمة,mohtarama
ولا,wala
نهاية,neheya
رايقة,ray2a
ارجع,erga3
جديدة,gdeeda
قوية,qaweya
ابزق,abzog
بنت,bent
بريئة,bare2a
تصبح,tesbah
مقبوضة,ma2booda
متوقع,motawa2e3
واقعية,wa2e3ya
عينك,3einak
ست,set
جدعة,gad3a
انتي,enti
اعطيكم,a36ekom
لحظة,la7za
عطشانة,atshana
مساء,masa2
ناديني,nadini
ربنا,rabena
يتعرف,yet3araf
ستات,setat
مؤثرة,mo2assera
جديدة,gedida
غرقانة,ghar2ana
أنساكي,ansaki
إخلاص,ekhlas
نطبخ,no6bo5
شغل,shu3'ol
معرفي,m3rfe
سلم,sellem
يقر,y8r
عظيم,3azeem
كوكب,kawkab
محروم,mahroom
قسوة,qaswa
جواز,gawaz
هواوي,hwawy
تعبانة,ta3bana
صفحات,saf7at
مرتاحة,merta7a
سافرت,safarit
ولا,wala
رايقة,ray2a
ألف,alf
ارجع,erga3
رؤياك,ro2yak
اقدم,2a8dm
خير,kheir
البطاطا,elbatata
بقاله,ba2alo
ارجع,erga3
معاكي,ma3aki
راجل,ragel
ام رموش,2mrmou$
تشوفن,t$ofn
كلنا,kollena
راحة,raha
مضطرة,motara
قدرت,8drat
قلبي,2albi
شدة,shidda
محروم,mahroom
ردهم,rdhom
تجنني,tjnni
محتارة,mehtara
قلت,2olt
يتعب,yt3ab
اندمت,andemt
نجم,negm
اتصاحبيني,atsa7bene
رياضه,rya9'h
دنيا,donia
متعلق,mota3alek
قلبي,2albi
شوق,shoogh
عظيم,3azeem
تقديرها,ta2deerha
بيقولولك,beyoulolek
مصدق,msadeg
لامع,lame3
تاج,tag
بحبك,ba7ebak
حبي,7oby
مناظر,manazer
شوفيلي,shofele
نجوم,nogoom
حبك,7obik
ارجعلي,erga3li
اقراص,a8ra9
واقعي,wake3y
متوقعة,motawake3a
مجروحة,magroo7a
خلصتوا,5ala9to
ساقية,sa2ya
دقيقة,da2i2a
فضة,fadda
أقل,a2al
قلبها,albaha
بكرة,bokra
منتظر,montazer
سمعتك,sm3tk
متألقة,mot2alla2a
عمري,3omry
الجوابات,eljawbat
أقوى,a2wa
افتح,efta7
اخيرا,a5ern
لحظات,la7zat
برغي,br3'i
دقيقة,da2i2a
بمعنى,bm3na
خطوبة,5otobet
متميزة,motamayza
بقلب,bglb
بحكيلك,ba7kilek
نجمة,nagma
جوا,gowa
دنيا,donia
كل,koll
وسخه,ws5a
باركيلي,barkely
قوية,qaweya
أوقات,aw2at
أصيل,aseel
سبقتيني,sba8teni
فرحه,far7a
جعان,ga3an
تقريباً,ta2reeban
ولو,walaw
ايو,2yo
نجومية,nojoomeya
فكرتها,fekratha
قدام,oddam
شوب,shob
نجم,negm
بيقولولك,beyoulolek
تقريباً,ta2reeban
بتفهميني,btfhminy
اكتاب,ektab
نعمه,n3meh
هزيمة,hazima
واحنا,wa7na
صوتي,sawte
مهستر,mhaster
كلبه,kelba
غالية,ghaliyaa
ناس,nas
وحشتني,wa7ashteny
مرغوبة,marghooba
تماماً,tamaman
تعبانة,ta3bana
هالكابوس,hlkabos
صحية,sa7ya
نجوم,nogoom
فنان,fannan
عريس,3arees
تبارك,tbark
ثبات,sobat
أيامنا,ayamna
رايقة,ray2a
طلق,tal2
مازلت,mazelt
زكري,zakry
إحنا,e7na
مازالت,mazalet
متشائمة,motsha2ema
طيب,6ayeb
قشاطه,8sha6ah
مواقف,mawakef
الكذب,elk4b
متألقة,mot2alleqa
أخبار,akhbar
ذكرياتك,zekrayatak
وياك,weyaak
متواضع,motwade3
أوقات,aw2at
ضحكة,da7ka
محتاجة,mehtaga
افتح,efta7
نورك,nourik
مخفية,makhfya
البك,albik
انتي,enti
متواصلة,metwasela
نجم,negm
سلم,sellem
بالله,blallah
ذكرياتك,zekrayatak
بعشقك,ba3sha2ak
بالمره,belmara
كلاوي,klawi
لحظة,la7za
مبروك,mabrook
مرسى,mersa
عندي,3andi
عندي,3andi
متواضع,motwade3
معايه,ma3aya
مشاعر,masha3er
قلبها,albaha
بترجع,btrja3
جريئة,garee2a
عظيم,3azeem
مجروحة,magroo7a
اوائل,awa2el
ربنا,rabena
بضهرها,b9'ahrha
نهاية,neheya
القصيده,l8a9eda
تصبح,tesbah
ايش,aysh
قولي,2olly
قسوة,qaswa
يسامحنا,ysm7na
صعب,9a3b
مستحمل,mesta7mel
تعشينا,t3ashena
أقرب,a2rab
هو,howa
أدبية,adabya
سيبني,sebny
بصور,bsowar
بهدنيا,bhdnya
لولا,lwla
بهجة,bahga
بعيداً,ba3eedan
غطسهن,3'6shn
ناديني,nadini
انتو,entu
متضررة,motdarera
تفرج,tafraj
عزيمة,3azema
فني,fany
تعلمي,t3lmi
جدعان,gad3an
ولا,wala
شغلك,sh3'lk
انطمي,en6mi
غايب,ghayeb
محتاجها,mehtagaha
اشتغل,ashtaghel
البك,albik
عشق,3esh2
ساقعة,sa23a
وقتها,w8etha
غدر,ghadr
طيبه,tybeh
ذكريات,zekrayat
بعيد,b3eed
أغاني,aghani
مؤثرة,mo2assera
كلامه,kalamo
استغربوا,est3'rabo
اعطيني,a36ene
جدعان,gad3an
منتظر,montazer
ناجحة,nag7a
طبربور,6brbor
وياكي,weyaki
صوتك,sotak
بيقولولك,beyoulolek
الترتيب,altarteb
احمر,a7mar
قصة,qessa
دقائق,da2aye2
شوق,shaw2
معاملات,mo3amalat
دنيا,donia
التيس,eltes
إخلاص,ekhlas
لويه,lweh
كفاية,kfaya
للبيع,lalbee3
أصل,asl
عينك,3einek
جنب,ganb
حبيبي,7abeeby
خسران,khasran
شوق,shaw2
ناس,nas
افتح,efta7
دمعتهم,dam3ethom
سيبني,sebny
دجاجه,dajaja
ضحكتك,da7ketak
شرقه,shr8ah
مشرفة,mosharefa
بداية,bedaya
مرتاحة,merta7a
متوقعة,motawake3a
بعيداً,ba3eedan
تمانية,tamanya
زياده,zyadeh
اشتقتلك,shtgtlk
بقالها,ba2alha
متفرق,motafare2
بهجتي,bahgaty
كبه,kubeh
جواز,gawaz
نسيم,naseem
غامق,ghame2
ويبطل,wybtl
مزيكا,mazyka
محبوب,ma7boob
ايه,eih
محروم,mahroom
محترمة,mohtarama
الصويفيه,el9wefeh
اصلهم,aselhom
شعرية,sha3reya
بحلم بيك,ba7lambeek
فضة,fadda
فصول,fosool
انت,enta
ثانيه,thanya
سنه,sena
يرسلو,yrslo
زكري,zakry
كريمه,kareema
بحاول,bahawel
ثابت,thabet
فضة,fadda
يحضروا,y79'aro
خسران,khasran
مجذوب,magzoub
ابعد,ab3ad
شيء,she2
طلقة,tal2a
منتهية,montaheya
متشائم,motsha2em
طلقة,tal2a
دمعتهم,dam3ethom
مكسوف,meksouf
عشقنا,3esh2ena
راجل,ragel
عشره,3a$arah
وياكي,weyake
لحظة,la7za
مشوار,mashwar
بعد,ba3d
متعب,mot3eb
فنانة,fannana
زاهق,zahe2
بريء,bare2
كبيره,kbeera
روايات,riwayat
استني,estanni
بتكبر,btkbr
سيبه,seboh
إخلاص,ekhlas
حاجة,7aga
ساقية,sa2ya
عطشان,3atshan
ولع,wl3
حد,7ad
قلبك,2albik
متضرر,motdarer
سلامات,salamat
عشقنا,3esh2ena
شوق,shaw2
أيامهم,ayamhom
جداً,gedan
امل,amal
بعيد,b3eed
اعمليها,e3maleha
بحر,ba7r
برا,barra
فيو,feo
الطريق,al6re8
ربنا,rabena
ناقصني,nag9ne
متألق,mot2alleq
متوقعة,motawake3a
مرسل,morsel
الحق,el7q
تفكيرو,tafkero
جريئة,garee2a
عئبال,3o2bal
برجع,brja3
بديعة,badee3a
سفر,safar
استني,estanni
فكرتك,fekretik
سلم,sellem
الغدر,el3'der
لامع,lame3
مؤثرة,mo2assera
بعيد,b3eed
فرير,frayr
مخفية,makhfya
شعرية,sha3reya
ست,sitt
دماغ,demagh
غيرانة,gheerana
البك,albik
محرومة,mahrooma
موسيقى,mosika
مميزات,momayazat
مشهد,mashhad
زفة,zaffa
سريع,saree3
بضربك,b9'rbk
عرفتي,3refte
كلمة,kalema
ستات,setat
قاسية,qasya
مفروض,mafroud
ستات,setat
مطرية,motrya
محشي,mahshe
متواضعة,motwade3a
حلوة,7elwaya
مشرف,mosharef
قوي,qawy
حزين,7azen
أمنية,omniya
ابصر,2b9r
محتاج,mehtag
متعلق,mota3alek
جريئه,jre2ah
تقديرها,ta2deerha
رايقان,ray2an
ولك,wlk
تقريباً,ta2reeban
خمسة,khamsa
زهره,zahra
مطمئنة,motma2ena
غايب,ghayeb
رواية,riwaya
عشقي,3ash2i
عطلي,3atli
غامق,ghame2
مشاعر,masha3er
بحكيلك,ba7kilek
سيبه,seboh
ينكد,ynkd
صاحبة,sa7eba
دلوقتي,delwa2ti
بحكيلك,ba7kilik
تقدير,ta2deer
شيء,she2
رصاص,r9a9
راجل,ragel
امان,aman
يتيم,etem
اجتماعي,ajtma3i
تعرفي,t3rfy
بوجودك,bowjodk
سريع,saree3
ازعل,az3al
مخلصة,mokhlesa
اجر,ajer
أيامنا,ayamna
امين,ameen
صاحبة,sa7eba
عرفت,3rft
نجوم,nogoom
حاسسك,7asesik
حفلات,7flat
إخلاص,ekhlas
عينك,3einek
تلت,telt
امسكو,amsko
عصبيه,3sbeye
ضحكة,da7ka
وصلنيش,wslnesh
متفائل,motfaael
ورشه,wr$eh
معجب,mo3gib
حنفية,7anfet
محاولات,mo7awalat
موج,moog
لانها,l2nha
مرتاحة,merta7a
بشرفك,bshrfik
معاكي,ma3aki
متوفرة,motwaffera
مشهورة,mashhoora
فني,fany
فضي,feddy
اللهي,lahe
ساقعة,sa23a
ملهمة,molhema
متأكدة,mota2akeda
امكشر,amkshr
عزيمة,3azema
دمعتك,dam3etak
رايقان,ray2an
ناجحة,nag7a
شخص,$akhs
ثمنه,thamano
هدي,hdi
مرسى,mersa
محروم,mahroom
حبك,7obik
مناظر,manazer
أصالة,asaleh
مواقف,mawakef
سامحة,same7a
مستحملة,mesta7mela
بجوابك,bjwabak
صحية,sa7ya
شايفين,sheyfin
وضع,wa9'e3
نجوم,nogoom
فكري,fekry
حلوة,7elwaya
كفاية,kfaya
نحنا,nahna
كفاية,kfaya
سيبني,sebny
طويل,tawil
حياتي,hayaty
محروم,mahroom
مستقبل,mosta2bel
انت,enta
فصول,fosool
متضرر,motdarer
الطاوله,el6awleh
بتفكرني,btfkrny
متكسر,metkassar
ماسي,masi
مرغوبة,marghooba
نجمة,nagma
وحشتني,wa7ashteny
شويه,shwea
حد,7ad
عطشان,3atshan
دوّر,dawer
متقبل,metgbel
سحر,s7ar
حبيبي,7abibi
غنائي,ghena2y
دماغ,demagh
أخبار,akhbar
متفائلة,motafaa2ela
غايب,ghayeb
التلجات,altaljat
جديدة,gedida
ذهب,thahab
اجرب,ajreb
تماماً,tamaman
نهاية,nehayet
خطوبة,khotoba
مطمئنة,motma2ena
صوتها,sawtaha
قلي,8le
متأخرة,mot2akhra
محتاج,mehtag
الهبلا,elhbla
مجذوب,magzoub
غيرانة,gheerana
أغلى,aghla
قسوة,qaswa
فني,fany
قلت,2olt
متشائمة,motsha2ema
حامي,7ami
تلت,telt
نادت,nadata
مثالية,mesalya
راجل,ragel
تربايتك,trbaytk
اخر,akher
بركي,barki
منتظرة,montazera
نصير,n9er
سيبهم,sebhom
تمانية,tamanya
طلعه,6l3a
بداية,bedaya
جديدة,gdeeda
صفحات,saf7at
روحي,ro7i
الدنيا,aldonia
قمر,2amar
محتاج,mehtag
اهلنا,ahlna
حفلتك,7aflitak
لميت,lmet
بعيد,ba3eed
واضح,wad7
شيء,she2
اهتمي,ehtami
جدعة,gad3a
محتاج,mehtag
صدق,sed2
قلهم,2olhom
سامحة,same7a
سلام,salam
مناسبه,monsbeh
تصبح,tesbah
نبحت,nb7t
رؤياها,ro2yaha
حلو,helw
جريئة,garee2a
نجم,negm
رديتي,rdety
أعز,a3z
فاقعين,fa83en
لحظات,la7zat
مرغوب,marghoob
متروكة,matrooka
احم,2e7m
قاعده,8a3dh
منتهية,montaheya
متوقعة,motawake3a
عمله,3mleh
منوره,mnawra
زهقتيني,zh8teni
بدرسهم,bdareshom
كوكب,kawkab
مرتاحة,merta7a
طلعات,6al3at
تقعدي,t83di
بقالك,ba2alik
تجمد,tjmd
غضب,ghadab
دموع,domoo3
طياره,tyara
دخلت,da5let
يا قلب,ya2alb
بتسواكي,btswaki
وبضحك,wbidahek
بقولك,ba2olek
بصفن,b9fon
الزعلان,elz3lan
جدعة,gad3a
أخبار,akhbar
محتاجك,mehtagik
حكاية,7ekaya
بكرة,bokra
مطمئنة,motma2ena
اتطهطر,at6h6r
جنات,gnight
غزل,3'zl
صوتها,sotha
مواقف,mawakef
غالب,ghaleb
ولكو,walko
لساتكن,lisatekn
اتخرج,at5rj
غرقان,ghar2an
شايفه,shayfeh
نجمة,negma
متحيرة,mot7ayera
مواقف,mawakef
بهل,bhal
حبي,7obbi
عظيم,3azeem
فاتحه,fat7a
فكري,fekry
بعد,ba3d
قوية,qaweya
حبيبتي,7abibti
ماسي,masi
توبة,tawba
وعدك,wa3dak
تمانية,tamanya
سيبني,sebny
ضايعة,day3a
شوية,shoyt
خالص,khales
بديعة,badee3a
مشهورة,mashhoora
مرسلة,morsela
انت,enta
فكرتك,fekretak
منتهية,montaheya
بتأدريش,bt2dreesh
بحر,ba7r
عريس,3arees
جيبتها,jebtha
اعطيهم,a36ehm
أصيلة,asela
سامحة,same7a
انتألت,nt2lt
صايرله,9aerlo
ماسي,masi
ابداع,ebda3
متألمة,mot2alema
تتحملي,tt7mli
جنبك,gambik
متين,mateen
غايب,ghayeb
جديدة,gdeeda
دمي,dmi
دكاتره,dacatirh
جعان,ga3an
دمعتهم,dam3ethom
مستحمل,mesta7mel
متواضع,motwade3
دوّر,dawer
صريح,saree7
اغنيه,o3'nyt
مصبره,m9abrah
شاليش,shalysh
اتعرف,at3arf
صوتها,sawtaha
سهر,seher
مجذوب,magzoub
بتغني,bit3'ani
فانيه,fanyh
غالب,ghaleb
متميزة,motamayza
مبكرة,mobakkera
شكلك,shiklek
يمسيك,ymasek
مطرة,motra
متألق,mot2alleq
بالأخر,bl2a5er
دموع,domoo3
قولي,2olly
جعان,ga3an
غمازه,3'mazeh
مرسل,morsel
بريئة,bare2a
احنا,i7na
ناجحة,nag7a
أقل,a2al
بهجة,bahga
مشغولة,mashghoola
حبيبتي,7abibti
بداية,bedaya
مليار,milyar
فصيحه,f9e7a
اردحلك,ard7lk
ايه,eih
انت,enta
مسافرة,msafra
مغامرة,moghamara
طلقة,tal2a
بالدار,bldar
جوك,jwk
نجوم,nogoom
مسرعكم,msr3km
يا قلب,ya2alb
أصيلة,asela
طعنتك,63ntk
راحة,raha
البلديات,lbaldeat
طريق,taree2
ستات,setat
أيامنا,ayamna
شوي,$wi
احمر,a7mer
مطرة,motra
بعشقك,ba3sha2ik
متألقة,mot2alleqa
أعز,a3z
منتظر,montazer
اسعاف,es3af
اردنيه,ordonieh
حز,7az
حاجة,7aga
متفائل,motfaael
نيال,neal
صباح,saba7
حبك,7obik
تضيع,tdye3
ناس,nas
بكرة,bokra
غالية,ghaliyaa
كلامه,kalamo
صوتهم,sawtohom
جبيلي,jbele
أصيل,aseel
صاحبة,sa7eba
وعد,wa3ed
دموع,domoo3
ضايل,dayl
رؤياها,ro2yaha
متكسرة,motakassera
ضحكة,da7ka
دنيا,donia
تماماً,tamaman
يصحيك,ys7ek
ينتهي,ynthe
وشو,wshu
مقبول,ma2bool
محرومة,mahrooma
ندمانة,nadmana
ورده,wardeh
بحبك,ba7ebak
قلبك,2albik
إحنا,e7na
مثالية,mesalya
بريئة,bare2a
جديد,gdeed
نايمه,naymh
دموع,domoo3
حبنا,7obena
فكرتها,fekratha
حبي,7oby
القف,2lgf
متأكدة,mota2akeda
بلد,bald
لحيتك,lhytak
دبه,daba
بعتذر,ba3tezer
أصيل,aseel
حمراء,hamra
شامه,shameh
جربه,jarba
بعشقك,ba3sha2ak
عضله,39'leh
خمسة,khamsa
فئة,fe2at
ارجعلك,arj3lek
غالية,ghalya
صديقي,sadegi
مؤثر,mo2asser
ماضي,maady
مخلصة,mokhlesa
بديعة,badee3a
دقيقة,da2i2a
موسيقى,mosika
مرغوب,marghoob
بطيء,baty2
مشغول,mashghool
دمعتك,dam3etak
محتار,mehtar
انطمن,en6mn
اختج,o5tych
بهديك,bhadik
أخبار,akhbar
مرتاحة,merta7a
جداً,gedan
قلبك,2albik
مقربه,mgrabh
روايات,riwayat
جميل,gamil
مستحيلة,mosta7ela
مناظر,manazer
ملهم,molhem
أصولة,asoola
احكيلي,e7kily
دمعتهم,dam3ethom
يومي,yome
الدكتور,2ldoctor
بالفرصه,belfor9a
جداً,gedan
ذكرى,zekra
وضعك,w9'3k
متألق,mot2alleq
بحبني,b7bni
مبسوطين,mabsooteen
فني,fany
اعلم,a3lam
اهله,ahloh
متكسرة,motakassera
أصولة,asoola
رسائل,rasa2el
ملهمة,molhema
ببعدنا,beb3edna
يرحم,erhom
كلي,kolly
عطشان,3atshan
متجوز,motgawez
ضايعة,day3a
منتهية,montaheya
مرغوبة,marghooba
جريء,garee2
نجم,negm
حواجبك,hawjbak
غيران,gheeran
