Arabize,Arabic
lfahman,الفهماان
thahab,ذهب
bt5aleke,بتخليكي
saha,صحه
sheta,شتا
heeek,هيك
a3tel,اعطل
ya3me,ياعمي
zog,زوق
mrawe7,مروح
3noh,عنه
7wadeth,حوادث
kloo,كله
twlo,طوله
6a7ontek,طاحونتك
eltlata,التلاته
$rklt,شركلت
btst7i,بتستحي
akhla8o,اخلاقه
oltilak,ألتلك
yhemmk,يهمك
elbn6alun,البنطلون
t3malha,تعملها
td3olo,تدعولو
dalel,دليل
nag9ne,ناقصني
yn97o,ينصحو
smrat,سمرات
matba5,مطبخ
brjoletoh,برجوليتوه
adka,اذكى
z3lanh,زعلانه
hadik,هديك
ams7hom,امسحهم
a3'ra9',اغراض
m$awe,مشاوي
ljaje,الجاجه
nro7lo,نروحله
3mlte,عملتي
ch3achel,جعاجيل
dammk,دمك
5jlan,خجلان
mosa3adeh,مساعده
drabi,درابي
anrti,انرتي
ye3en,يعين
basari,بصري
b3een,بعين
saleem,سالم
bgdons,بقدونس
wrou7,وروح
nasieh,ناسيه
b7baha,بحبها
allaho,الله
tjebesh,تجيبش
8rayb,قريب
shifni,شايفني
2tnfas,اتنفس
9ab3'o,صابغه
2$t8tlk,اشتقتلك
al7ali,الحالي
tal3t,طلعت
thwani,ثواني
shabati,شاباتي
yousef,يوسف
btet5awath,بتتخوث
jame3,جمييع
sdeh,سديه
ba9me,بصمه
y3dmoni,يعدموني
ws2lt,وسألت
makanch,مكانج
3'yrtha,غيرتها
$kli,شكلي
7ab6rsh,حبطرش
3'adrat,غادرت
mafeha,مافيها
labseh,لابسه
l3fou,العفو
27ibak,احبك
afrd,افرد
nsena,نسينا
s7lha,سحلها
na9eeb,نصييب
ykhalona,يخلونا
y3ni,يعني
3ayesh,عايش
sar8to,سرقته
25le3lk,اخلعلك
msdga,مصدقه
ghaire,غيري
khlsuha,خلصوها
b3dni,بعدني
f7m,فحم
5er,خير
bldoseat,بالدوسيات
tegy,تيجي
btt5raje,بتتخرجي
r2es,رئيس
fhemti,فهمتي
rob3,ربع
esbo3,اسبوع
kees,كيس
thded,تهديد
btb3thle,بتبعثلي
bksab,بكسب
la2no,لأنه
bshahar,بشهر
elfr8,القرف
shoufou,شوفوا
wzo2k,وزوئك
akhar,اخر
hyn8sm,هينقسم
msolf,مسولف
m3sbeh,معصبه
3shq,عشق
rouhi,روحي
alhamar,الهمر
il3be,العبي
btryee7,بتريح
arze8,ارزق
3lashan,علىشان
8lbo$aty,قلبوشتي
wasl,واصل
yjazeki,يجازيكي
mamno3,ممنوع
enjaz,انجاز
m7rug,محروق
irza8ha,ارزقها
llfjr,للفجر
m8sodeh,مقصوده
mthlk,مثلك
sawehom,سويهم
m3rfksh,معرفكش
rasmeh,رسمه
bish3en,بشعين
blmndal,بالمندل
mn3ni,منعني
m8ws,مقوس
m8alah,مقاله
m$arkeh,مشاركه
bya5ah,بياخه
m5tafeh,مختفيه
etmani,اتمني
9yamm,صياما
9'ayltlk,ضايلتلك
el3a9meh,العاصمه
modeal,موديل
tsame7,تسمح
el6abe8,الطبقه
2lbtra,البترا
ilha,الها
jozi,جوزي
elmodrbeh,المدربه
ydemhom,يديمهم
y5leli,يخليلي
a3'any,اغاني
$o8teni,شوقتيني
jazar,جزر
eshbab,الشباب
wmarrat,ومرات
jism,جسم
7$rti,حشرتي
elbrmjeh,البرمجه
bsb3h,بسبعه
5l9t,خلصت
37alk,عحالك
d3if,ضعف
wllah,والله
t3i,تعي
tfa8di,تفقدي
bsheloki,بشيلوكي
mtkasl,متكسل
7ayah,حياه
2sma2,اسماء
bb7th,ببحث
b2smu,بأسمه
bb3thlha,ببعثلها
arja3,ارجع
bjahzo,بجهزه
wenko,وينكو
2mrmou$,ام رموش
eltawjehi,التوجيهي
mznakh,مزنخ
3'ery,غيري
3lni,علني
wys3d,ويسعد
yfoz,يفوز
ynfrd,ينفرد
btft7,بتفتح
b4mti,بذمتي
raj3,راجع
kamal,كمال
7da2e8,حدائق
okmaan,اوكمان
wajeh,وجه
2n7alat,انحلت
7mdlla,حمدلله
oghnia,اغنيه
bader,بدير
mdeneh,مدينيه
to5dne,توخدني
ajebo,اجيبه
netk,نيتك
martoh,مرته
sa3etha,ساعيتها
bl7mam,بالحمام
tedhan,تدهن
labe,البي
bkfekm,بكفيكم
yhl,يهل
rewayh,روايه
saroo5,صاروخ
hme,همي
arham,ارحم
bns2el,بنسال
btkoni,بتكوني
3sho,عشو
moa9lat,مواصلات
8neneh,قنينه
m3a,معه
fahmeh,فاهمه
boj3ak,بوجعك
m6aw$een,مطاوشين
batal,بطل
yabshr,يابشر
atef,اتف
jebtha,جيبتها
ftt,فتت
feo,فيو
allahy,اللهي
2lel,إليل
pnf3,بنفع
ma6′loom,مظلوم
el7ayah,الحياه
ta3i,تاعي
3amr,عامر
8sf,قصف
so8,سوق
ysmu,يسمو
r2ek,رايك
27l8,احلق
9'arti,ضرتي
al7a8ha,الحقها
majood,مجود
sar2,سارء
yer7amak,يرحمك
yb3tle,يبعتلي
lahala2,لهلأ
3endek,عندك
anti,انتي
eldoam,الدوام
afoz,افوز
ma5lo8,مخلوق
e6mni,اطمني
dmnhum,ضمنهم
2eja,اجا
al7mdellh,الحمدلله
a7laha,احلاها
5afef,خفيف
yes3dhom,يسعدهم
nb7t,نبحت
5altu,خالتو
albni,البني
t3li8,تعليق
tha8afeh,ثقافيه
tf79,تفحص
yntbane,ينتابني
dorha,دورها
aleikum,عليكم
lo3bat,لعبة
banadaf,بنظف
aesh,ايش
tofla,طفله
derash,دراسه
b9a7eb,بصاحب
2lwa7d,الواحد
e$trak,اشتراك
milado,ميلادو
kls3,كلسع
b7ri8km,بحرقكم
jayid,جييد
5aberha,خابرها
za3'rfet,زغرفت
no9hom,نصهم
beshta3'el,بيشتغل
zezo,زيزو
23rfto,اعرفته
9ya3ah,صياعه
katel,كتل
mkeaj,مكياج
5brh,خبره
3da,عدا
lbit,البيت
3'ebti,غيبتي
el3zeh,العزه
tnen,تنين
tayeb,طيب
2lmshwar,المشوار
mdentna,مدينتنا
denyti,دينتي
mut3eb,متعب
sawet,سويت
2lweli,ألويلي
tkun,تكون
awla,اولى
m3ahorah,معهوره
tmam,تمام
yjzeki,يجزيكي
manzar,منزر
fog,فوق
elmna9'er,المناظر
antbh,انتبه
mznou8,مزنوق
garaf,قرف
jrbeha,جربيها
sha5es,شخص
2sef,اسف
wsltk,وصلتك
men,مين
do3a2,دعاء
l2wrm,لأورم
3aza,عزا
ahsnlk,احسنلك
mnzre,منزري
tnsa,تنسى
7asset,حسيت
waja3,وجع
dae2tk,دايئتك
7asetik,حاسيتك
3mrna,عمرنا
bt2dro,بتئدروا
3lmk,علمك
absr,ابصر
$l7eto,شلحته
shayfh,شايفه
amrad,امراض
est7i,استحي
m$,مش
b6wl,بطول
alzhg,الزهق
btata,بطاطا
8rftha,قرفتها
bta5od,بتوخد
t3res,تعريس
8rebeh,قريبه
tgouli,تقولي
ahlan,اهلا
wallah,والله
l3andk,لعندك
etzkarr,اتزكر
3'ane,غني
ba7ar,بحر
as2ltek,اسألتك
bl3'et,بلغت
7aflaat,حفلات
7rkti,حركتي
fayteen,فايتين
yrtabe6,يرتبط
2l29l,الأصل
s3b,صعب
nebki,نبكي
tra,ترى
tlf,تلف
a3teha,اعطيها
elsad7,السدح
msht2tlik,مشتئتلك
eta9lat,اتصلت
e3zemik,اعزمك
adawim,اداوم
3aw6'telkn,عوظتلكن
3'ada,غدا
tmshi,تمشي
9a7eh,صاحيه
jmhorko,جمهوركو
a7snlo,احسنله
8adeh,قديه
alobti,ألوبتي
6l3o,طلعو
mnik,منك
akzeb,اكزب
27r,احر
mlm3,ملمع
gazdi,قزدي
hamn,هما
7jaj,حجاج
3lbaet,عالبيت
sraha,صراحه
yarab,يارب
ent9ar,انتصار
t3ali,تعالي
yfar7,يفرح
yarmouk,يرموك
3elke,علكه
dnam,دنام
bhyati,بحياتي
5amin,خامين
ya7ramek,ياحرامك
m6a3moh,مطاعمه
masl7a,مصلحه
dezl,ديزل
bnzlo,بنزلو
2ljo3,الجوع
2ldala3,الدلع
5fo,خفوا
mabtshk,مابتشك
ts2lini,تسأليني
9o7bah,صحبه
mazbt,مازبط
3$anek,عشانك
el9ena3i,الصناعي
ansaky,انساكي
dantel,دانتيل
mafe,ما في
3azez,عزيز
mino,منه
2khteark,اختيارك
2zaha8,ازهق
ughnie,اغنيه
norhm,نورهم
re$h,ريشه
mnawra,منوره
ha4a,هاذا
msg3km,مسقعكم
3enab,عنب
3'assan,غسان
ro7k,روحك
yo8ef,يوقف
dmha,دمها
nt3rf,نتعرف
almahabeh,المحبه
f8dnaki,فقدناكي
nadatni,نادتني
mla2ekah,ملائكه
njreb,نجرب
sab3a,سبعه
mskt,مسكت
8ra9a,قرصه
eltlfon,التلفون
bamshe,بمشي
a7snk,احسنك
9abayah,صبايا
mostwa,مستوى
yb5tlha,يبختلها
$g6tha,شقطتها
bjek,بجيك
b3d,بعد
m7ro8,محروق
m9rofi,مصروفي
5ayf,خايف
kbeereh,كبيره
fostan,فستان
mozaz,مزز
bowsal,بوصل
btnwsf,بتنوصف
7anonh,حنونه
z3lth,زعلته
mktob,مكتوب
jwk,جوك
al9wr,الصور
el3adeyat,العاديات
asbo3'o,اصبغه
a2tesk,اتيسك
tzkrtk,تزكرتك
ha8k,حقك
w3'rb,وغرب
9'7kna,ضحكنا
eltehab,التهاب
alkashra,الكشره
fyo,فيه
2draseh,ادراسه
lhali,لحالي
b6lob,بطلب
7baybi,حبايبي
toblo3'e,تبلغي
hkalk,حكالك
jeran,جيرانا
8rftni,قرفتني
ml79'a,ملاحضه
aljaw,الجو
td5le$,تدخليش
2mbare7,امبارح
btjnno,بتجننو
bts2lne,بتسألني
alesbo3,الاسبوع
a55,اخ
muhsnat,محصنات
3mltli,عملتلي
mr5a9k,مرخصك
n7ki,نحكي
bkafo,بكفوا
elktaaf,الكتاف
a7afe9',احافظ
mo5tabar,مختبر
m8rrh,مقرره
bt8dresh,بتقدريش
za7lg,زحلق
l8t,لقت
mz3,مزع
t3t4r,تعتذر
wa2ti,وأتي
hane2an,هنيئا
sa7lk,صاحلك
sb3k,سبعك
dam,دام
khsusi,خصوصي
b7ibuk,بحبوك
wr6h,ورطه
el7amam,الحمام
b3rsk,بعرسك
jhze,جهزي
khilsat,خلصت
lazem,لازم
retni,ريتني
ksr,كسر
dafneh,دافنه
z3tr,زعتر
bnsbh,بنسبه
2za,إزا
3shra,عشره
2l3b,العب
be9'ah,بيضه
tskot,تسكت
swalf,سوالف
thiqa,ثقه
ehzar,احزر
hine,هيني
hadeth,حديث
rawa7at,روحت
shlla,شله
mfa9aleh,مفصله
3nde$,عنديش
bra2yi,برأي
la76'i,لاحظي
fozna,فزنا
2esa,ئصه
alsher,الشر
bl7yah,بالحياه
2hlha,اهلها
mo7trm,محترم
btrig,بطريق
shte8na,اشتقنا
nawye,ناويه
r7eem,رحيم
et3aqtdo,اتعاقدتوا
shank,شانك
bn7fo,بنحفه
tgawbi,تجاوبي
39yr,عصير
dayle,ذايلي
ejtema3at,اجتماعات
r9ed,رصيد
tmthel,تمثيل
tnze3j,تنزعج
s7ani,صحاني
akun,اكون
bnshof,بنشوف
t5,طخ
y5alelek,يخليلك
yareto,ياريته
5resa,خريسه
wahedi,وحدي
n6'ef,نظيف
bidna,بدنا
khbst,خبصت
whsa,وهسا
btdawem,بتداوم
akhretha,اخرتها
bmara,بمره
ilyom,اليوم
a3wd,اعوض
j7sh,جحش
yt9d8,يتصدق
ba8bal,بقبل
da3s,دعس
lisatekn,لساتكن
kbst,كبسة
mink,منك
balmowdo3,بالموضوع
elathath,الاثاث
esmant,اسمنت
galk,قلك
sheklu,شكله
mredh,مريضه
3raiss,عراييس
sh3ori,شعوري
mtawel,مطول
b3rfk,بعرفك
9'a3o,ضاعو
azn5ha,ازنخها
amsko,امسكو
2kshf,اكشف
gazaztene,قززتني
baroka,باروكه
elre8,الريق
al7ob,الحب
btekraheha,بتكرهيها
n5lh,نخله
msta3da,مستعده
arya7,اريح
re7an,ريحان
r8a9h,رقاصه
etwqa3et,اتوقعت
bt7kely,بتحكيلي
btda5al,بتدخل
nasat,ناسات
bsnt,بسنة
mbzr,مبزر
dob,دب
menhm,منهم
m3lsh,معلش
motarakemeh,متراكمه
elard,الارض
msta7eh,مستحيه
mjnonat,مجنونات
mabseer,مابصير
7ketlak,حكيتلك
5tayrt,ختايرة
9ba7,صباح
katabet,كاتبت
2adme,ادمي
3lnar,عالنار
anb96,انبصط
ba5ud,باخد
ba3rfk,بعرفك
jahzeh,جاهزه
3'fet,غفيت
3lmawdo3,عالموضوع
2lbrezeh,البريزه
bte3mal,بتعمل
tskrhm,تسكرهم
bisiro,بيصيرو
b5sh5shn,بخشخشن
btr5i,بترخي
dafyeh,دافيه
ye7meki,يحميكي
e3meleha,اعمليها
eldftar,الدفتر
el4hb,الذهب
bakleh,بكله
bt8oly,بتقولي
3amli,عاملي
tjebhosh,تجيبهوش
9d8i,قصدي
tzakrtne,تزكرتني
thbre$,تهبريش
photoshop,فوتشوب
mab7bh,مابحبه
sa7bk,صاحبك
ash,ايش
hawnha,هونها
4nbha,ذنبها
elsma,السماء
raqm,رقم
2rmehen,ارميهن
ma3'rebi,مغربي
7areg,حرق
mjari,مجاري
istntjt,استنتجت
m5tefe,مختفي
jahezen,جاهزين
wy2drna,ويأدرنا
fozt,فزت
mnkom,منكم
m5zagah,مخزقه
bali,بالي
el74r,الحذر
e3mlo,اعمله
elatfl,الطفل
masareh,مسارح
b2balhum,بأبلهم
y5ale9,يخلص
a9de8ai,اصدقائي
7o9te,حصتي
bt7eb,بتحب
elmothakarah,المذاكره
kthro,كثرو
2da,اذا
b3sha2k,بعشئك
7ilweh,حلوه
tnse,تنسي
eb$eri,ابشري
da5lo,دخلو
zhgank,زهقناك
mraou7,مراوح
zen5a,زنخه
jbrtk,جبرتك
mnas7itek,منصحيتك
mtswa,متسوى
3a2li,عائلي
matsd2esh,ماتصدئش
y7rmna,يحرمنا
endari,انداري
s3'ereh,صغيره
arkbo,اركبو
ne8a$,نقاش
wb3deen,وبعدين
ga3det,قعدت
esm7eli,اسمحيلي
3$b,عشب
btshahi,بتشهي
tomk,تمك
mbarh,مباره
ahsan,احسن
bare3a,بارعه
ysalmha,يسلمها
btkbr,بتكبر
d3ale,دعالي
yslmole,يسلمولي
elsa6or,الساطور
bntfhm,بنتفهم
btfkri,بتفكري
tekno,تكنو
etfa8na,اتفقنا
y$kele,يشكيلي
n3raf,نعرف
ysam7hm,يسامحهم
3ed,عيد
5el9o,خلصو
thki,تحكي
gom3ah,جمعه
6ayeb,طيب
3sha8,عشاق
mad8re,مادقري
b68,بطق
lab8en,لابقين
tqreban,تقريبا
m$3$3en,مشعشعين
est7e,استحي
3omre,عمري
atsmmto,اتسممتو
esta7i,استحي
bjebha,بجيبها
msadyh,مصديه
6be3ia,طبيعيه
hdak,هداك
bd3sk,بدعسك
swara,سواره
suhaib,صهيب
fra6ah,فراطه
l3'f,لغف
tala,تالا
rjlou,رجله
nf3n,نفعن
bte3male,بتعملي
yarat,ياريت
ystur,يستر
mkah,مكه
yjbr,يجبر
el8e9ah,القصه
t9d8eh,تصدقيه
bn$ofek,بنشوفك
arnlk,ارنلك
algo6k,القطك
z3lt,زعلت
mbetyn,مبيتين
89erh,قصيره
karak,كرك
7sd,حسد
moshkleh,مشكله
ra7tk,راحتك
fhmti,فهمتي
w9'3hom,وضعهم
brnli,برنلي
s56,سخط
sho3bet,شعبة
habtni,حبتني
sh76a,شحطه
3fn,عفن
alshar,الشر
wladk,ولادك
7ayetna,حياتنا
sah,صح
sh7bro,شحبرو
7agha,حقها
7rakat,حركات
tnsash,تنساش
ted5lou$,تدخلوش
tsom,تصوم
y$tre,يشتري
koula,كله
2alile,ئليلة
mahtajinak,محتاجينك
zrafah,زرافه
shoghel,شغل
t3arefna,تعرفنا
9ahbti,صاحبتي
s3adeh,سعاده
yfhm,يفهم
nos,نص
ma3eh,معه
3endak,عندك
blozh,بلوزه
eldoreh,الدوريه
f8a3,فقع
m3al8oh,معلقه
t79'r,تحضر
m3ruf,معروف
jelbab,جلباب
b3'yrha,بغيرها
3lbashtawe,عالبشتاوي
lemon,ليمون
btsfi,بتصفي
jahez,جاهز
msa,مسا
btz3jni,بتزعجني
nslmu,نسلمو
krsy,كرسي
brezgetna,برزقتنا
2st6la3,استطلاع
yshabhlk,يشبهلك
7lgtu,حلقتو
majnoun,مجنون
56r,خطر
2rja2,ارجاء
hndseh,هندسه
midayga,مضايقه
alhmdo,الحمد
2brahem,ابراهيم
bd5in,بدخن
dahab,دهب
8reeb,قريب
jsmek,جسمك
2oktoboli,اكتبولي
akba7,اقبح
seba8,سباق
ageb,اجيب
lbs,لبس
t5weth,تخويث
b7mel,بحمل
bwjhe,بوجهي
mhri,مهري
is2ali,اسألي
74ftoh,حذفته
nb9',نبض
m3'a9ne,مغصني
bt2dreesh,بتأدريش
ys3dk,يسعدك
enm3'9t,انمغصت
mandi,مندي
wbtjnn,وبتجنن
a9latn,اصلاتن
eshl7e,اشلحي
5$mi,خشمي
kun,كون
tl3ti,طلعتي
holem,حلم
shjra,شجره
a$kelha,اشكيلها
holmna,حلمنا
tsh7ade,تشحدي
timlik,تملك
3sh8,عشق
9a7at,صحت
sayren,صايرين
daymen,دايما
ta5do,تاخذو
3ashg,عشق
6rma,طرمه
katom,كتوم
lel,ليل
9brti,صبرتي
5abten,خابطين
bt8aren,بتقارن
frjetha,فرجيتها
graf,قرف
bews3,بيوسع
3'ashashtene,غششتني
dctorah,دكتوره
are7lek,اريحلك
d5lkash,دخلكاش
nawret,نورت
b3eltha,بعيلتها
bthaw$i,بتهاوشي
fa9'eh,فاضيه
bta5deha,بتخذيها
b7sdek,بحسدك
yoomha,يومها
swrtha,صورتها
norti,نورتي
yas3adha,يسعدها
estawe,يستوي
mjhzlek,مجهزلك
akbar,اكبر
2jareb,اجرب
msari,مصاري
3at3ata,عتعته
el5o6beh,الخطوبه
khaliha,خليها
wissal,واصل
a3ref,اعرف
2lnta2j,النتائج
t7n,تحن
3wjhek,عوجهك
a3lanat,اعلانات
khlas,خلص
fat7a,فاتحه
3'reben,غريبين
b5tale6,بختلط
jrbe,جربي
jrba,جربى
asamihom,اساميهم
wen,وين
khawa,خاوه
msamhek,مسامحك
7attehom,حطيهم
a6ybk,اطيبك
te3zil,تعزيل
sd8t,صدقت
sahra,سهره
w,و
mjnoonh,مجنونه
5alasto,خلصتو
m3sel,معسل
7elwen,حلوين
dwamek,دوامك
ajanb,اجانب
tsht3'l,تشتغل
mshakel,مشاكل
b3edha,بعدها
sedoo,سيدو
ansak,انساك
nshofek,نشوفك
walo,ولو
mg$3r,مقشعر
kam,كم
yb3t,يبعت
eyahm,اياهم
nadman,ندمان
eljam3ah,الجامعه
s7bha,صحبه
mayt,ميت
fdol,فضول
jremh,جريمه
nayem,نايم
glb,قلب
jabtli,جابتلي
dhenoub,ذنوب
monasabeh,مناسبه
lmonasbe,المناسبه
6ar$e,طارشه
w8to,وقته
mbaineh,مبينه
male7,مليح
emkn,يمكن
lb39',لبعض
tfadal,تفضل
el3'andor,الغندور
2sm3i,اسمعي
mno,منه
5brnene,خبريني
7rman,حرمان
antfk,انتفك
elshar,الشر
3rftk,عرفتك
3amranh,عمرانه
eltare5,التاريخ
ndemt,ندمت
ara8eb,اراقب
mshl3,مشلع
na3eman,نعيما
6ri,طري
bozha,بوزها
teslay,تسألي
2zn5k,ازنخك
7worh,حوره
elmhom,المهم
m7et,محيت
a3y6,اعيط
bt7shesh,بتحشش
ahwn,اهون
mrteen,مرتين
waluf,ولف
mlagat,ملقت
mo2db,مأدب
b2moor,بأمور
hayo$,هيوش
bjamel,بجامل
ka2ino,كأنه
skre,سكري
2jwbtk,اجوبتك
ykhalelk,يخليلك
ikhrs,اخرس
tshofni,تشوفني
y3mlone,يعملوني
3amleen,عاملين
msta3jeleh,مستعجله
handset,هندسة
ommo,امه
elden,الدين
3ankom,عنكم
baw8f,بوقف
ajle,اجلي
daimn,دايما
ro7o,روحوا
a5ert,اخرة
b3$ghm,بعشقهم
fadi,فاضي
nzawjo,نزوجه
e3tabreh,اعتبريه
bzbo6sh,بزبطش
bstkhdm,بستخدم
salametkom,سلامتكم
estanf4t,استنفذت
bn8hr,بنقهر
to9ali,توصلي
tktbo,تكتبو
e3malole,اعملولي
9abon,صابون
elwalad,الوالد
mnthasab,منتحاسب
heak,هيك
tsta7i,تستحي
8wawer,قواوير
bale,بالي
t7oti,تحطي
tamsa7y,تمسحي
wad3o,وضعه
mshgog,مشقوق
az3jtek,ازعجتك
z3'er,زغير
masken,ماسكين
rb3k,ربعك
bm9rof,بمصروف
7as,حاس
b6osh,بطش
haltek,حالتك
bit3zihm,بتعزيهم
elsa5neh,الساخنه
2akleh,اكله
btejebe,بتجيبي
awz3o,اوزعه
25ras,اخرس
a3mltk,اعملتك
bh9'em,بهضم
tsaweli,تسويلي
3'9'b,غضب
den,دين
wa7na,واحنا
hd,هد
elalwan,الألوان
blbn,بالبن
y9brne,يصبرني
rahom,رحوم
ma8lobeh,مقلوبه
samo6a,ساموطه
hona,هنا
y9'ef,يضيف
9a7btk,صاحبتك
blwardeh,بالورده
aklt,اكلت
3lkeh,علكه
mjhoode,مجهودي
shuftene,شوفتيني
k2no,كأنه
must8blu,مستقبله
b3zha,بعزها
y5lef,يخلف
e6mnt,اطمنت
mstahleh,مستاهله
yawele,ياويلي
y7wl,يحول
k$feh,كشفيه
mbl$eh,مبلشه
rashi8,رشيق
b3rfhom,بعرفهم
y3ny,يعني
ms2ol,مسؤول
tza3l,تزعل
blmshakel,بالمشاكل
ba3mlha,بعمللها
asfeh,اسفه
7ke,حكي
3oryb,عريب
3'ebt,غبت
alkes,الكيس
mansf,منسف
abshri,ابشري
tstfzni,تستفزني
aklteha,اكلتيها
halyn,حاليا
asdi8a,اصدقاء
az3lti,ازعلتي
l7alo,لحاله
7sabk,حسابك
taleh,تله
a$d,اشد
tnean,تنين
7betha,حبيتها
t3lmet,تعلمت
awl,اول
brask,براسك
bshekel,بشكل
aw3i,اوعي
ywfgk,يوفقك
7koma,حكومه
tbaishat,طبيشات
9ahbatha,صاحباتها
b3'nena,بغنينا
tamam,تمام
bman6e8ah,بمنطقه
3'mh,غمه
bl39rea,بالعصريه
alle8a2,القاء
bstahl,بستاهل
bdy,بدي
3l3kazeh,عالعكازه
baljw,بالجو
momare6',ممرض
y3rf,يعرف
shrek,شريك
makhlo8,مخلوق
$ofili,شوفيلي
btb3tle,بتبعتلي
keanha,كيانها
wtf,وتف
2e$e,اشي
ha4eh,هاذه
mbyin,مبين
fobia,فوبيا
t7rde,تحرضي
5rbaneh,خربانه
leltha,ليلتها
rabe,ربي
a7sanlak,احسنلك
e5tr3n,اخترعن
mndon,مندون
8rfan,قرفان
mr6r6at,مرطرطات
wadeha,وديها
yr7m,يرحم
bnro7e$,بنروحش
m7sesni,محسسني
m3nha,معنها
ed7k,اضحك
2nshallah,ان شاء الله
w7eat,وحيات
m3asel,معسل
fiki,فيكي
wrdat,وردات
ray7,رايح
56obtna,خطوبتنا
nhke,نحكي
gsdi,قصدي
mst3'rb,مستغرب
mbsoten,مبسوطين
mmlo7,مملوح
bshrbo,بشربه
m5leke,مخليكي
meshtaglk,مشتاقلك
$way,شوي
mhshyh,محشيه
handseh,هندسه
8nent,قنينة
wardeh,وارده
el9if,الصيف
shareha,شاريها
isma3,اسمع
3asn8l,عسنقل
btkrhony,بتكرهوني
ala7r,الحر
mtofi,متوفي
lasjnek,لاسجنك
ldrjt,لدرجة
$o8km,شوقكم
al2wan,الأوان
9aba7,صباح
el3hd,العهد
m7mod,محمود
dbt,ضبط
mawdo3,موضوع
dshof,دشوف
lbant,البنت
m8dous,مقدوس
bshofni,بشوفني
7ket,حكيت
bshlog,بشلق
azmel,ازميل
7alitha,حليتها
a$mo6akm,اشمطكم
mshark,مشارك
msht2lk,مشتائلك
el3ed,العيد
5oetha,خويثه
nerden,نيردين
bt7mm,بتحمم
matst7e,ما تستحي
a7bk,احبك
3melna,عملنا
ordneh,اردنيه
ra8mak,رقمك
maz7iit,مزحت
lmo9'o3,الموضوع
akho,اخو
nawy,ناوي
lbs2l,البسأل
btt5wat,بتتخوت
mosa3deh,مساعده
le$,ليش
a8so,اقصه
elshr,الشر
marka,ماركه
hrisa,هريسه
9wel7a,صويلحه
biykhaf,بيخاف
fd7tna,فضحتنا
elmrw7ah,المروحه
8lbo,قلبه
bagolk,بقولك
2wln,اولا
bt7oti,بتحطي
almlfof,الملفوف
zan,زن
